chr	start	stop
NRARP	chr9	137299631	137302271
MRPL41	chr9	137551879	137552555
EHMT1	chr9	137618992	137870016
ZMYND11	chr10	134465	254637
GTPBP4	chr10	988434	1019932
IDI1	chr10	1039152	1049170
KLF6	chr10	3775996	3785281
AKR1C1	chr10	4963253	4983283
AKR1C2	chr10	4987400	5018031
AKR1C3	chr10	5035354	5107686
AKR1C4	chr10	5195462	5218949
NET1	chr10	5412557	5459056
GDI2	chr10	5765223	5842132
RBM17	chr10	6089034	6117457
ITIH2	chr10	7703316	7749520
TAF3	chr10	7818505	8016631
ECHDC3	chr10	11742366	11764070
UPF2	chr10	11920022	12043170
DHTKD1	chr10	12068954	12123221
NUDT5	chr10	12165330	12196144
CDC123	chr10	12195965	12250589
OPTN	chr10	13099449	13138308
PHYH	chr10	13277796	13302412
PRPF18	chr10	13586939	13630859
FRMD4A	chr10	13643706	14462142
FAM107B	chr10	14518557	14774897
NMT2	chr10	15102584	15168693
RSU1	chr10	16590611	16817463
VIM	chr10	17228241	17237593
NSUN6	chr10	18545561	18659285
ARL5B	chr10	18659431	18681639
DNAJC1	chr10	21756548	22003769
COMMD3	chr10	22316386	22320306
BMI1	chr10	22321099	22331484
MSRB2	chr10	23095579	23122013
KIAA1217	chr10	23694746	24547848
YME1L1	chr10	27110111	27155266
ACBD5	chr10	27195214	27242130
RAB18	chr10	27504174	27542239
WAC	chr10	28532493	28623112
BAMBI	chr10	28677510	28682932
SVIL	chr10	29457338	29736959
ZEB1	chr10	31318495	31529814
KIF5B	chr10	32009015	32056425
EPC1	chr10	32267751	32378798
ITGB1	chr10	32900318	33005792
NRP1	chr10	33177492	33336262
CREM	chr10	35126791	35212958
CCNY	chr10	35247025	35572669
HNRNPF	chr10	43385617	43409166
ZNF32	chr10	43643860	43648881
CXCL12	chr10	44370165	44386493
RASSF4	chr10	44959407	44995891
ZNF22	chr10	45000923	45005326
TIMM23	chr10	45972489	46003742
NCOA4	chr10	46005088	46030714
OGDHL	chr10	49734641	49762379
A1CF	chr10	50799409	50885675
MBL2	chr10	52765380	52772784
CISD1	chr10	58269162	58289586
UBE2D1	chr10	58334979	58370751
TFAM	chr10	58385345	58399220
BICC1	chr10	58512872	58831435
ARID5B	chr10	61901684	62096944
NRBF2	chr10	63133247	63155031
JMJD1C	chr10	63167221	63521850
REEP3	chr10	63521401	63625128
HERC4	chr10	67921899	68075348
PBLD	chr10	68282660	68333049
HNRNPH3	chr10	68331174	68343191
CCAR1	chr10	68721012	68792377
DDX50	chr10	68901286	68946847
DDX21	chr10	68956170	68985068
SRGN	chr10	69088103	69104805
VPS26A	chr10	69123512	69174412
SAR1A	chr10	70147289	70170523
PPA1	chr10	70202835	70233911
EIF4EBP2	chr10	70404145	70428618
PCBD1	chr10	70882280	70888565
PSAP	chr10	71816298	71851325
ANAPC16	chr10	72216000	72235860
DDIT4	chr10	72273924	72276036
DNAJB12	chr10	72332830	72355149
MICU1	chr10	72367327	72626191
PLA2G12B	chr10	72934762	72954806
P4HA1	chr10	73007217	73096974
MRPS16	chr10	73248843	73252693
ANXA7	chr10	73375101	73414076
CHCHD1	chr10	73782047	73783652
ADK	chr10	74151202	74709963
KAT6B	chr10	74824927	75032624
VDAC2	chr10	75210154	75231448
COMTD1	chr10	75233641	75236030
ZNF503	chr10	75397830	75401764
RPS24	chr10	78033760	78056813
PPIF	chr10	79347469	79355334
ZCCHC24	chr10	79382325	79445624
PLAC9	chr10	80131682	80145359
ANXA11	chr10	80150889	80205572
MAT1A	chr10	80271820	80289658
TSPAN14	chr10	80454166	80533124
GHITM	chr10	84139509	84153568
CCSER2	chr10	84328586	84518521
MMRN2	chr10	86935540	86969481
SNCG	chr10	86958599	86963258
ADIRF	chr10	86968432	86983934
GLUD1	chr10	87050202	87094843
NUTM2A-AS1	chr10	87201647	87342612
PAPSS2	chr10	87659613	87747705
PTEN	chr10	87863625	87971930
ACTA2	chr10	88935074	88991339
LIPA	chr10	89213569	89414557
IFIT3	chr10	89327997	89340971
PANK1	chr10	89579497	89645572
PCGF5	chr10	91163012	91284337
TNKS2	chr10	91798426	91865475
HHEX	chr10	92689955	92695647
EXOC6	chr10	92826831	93059493
RBP4	chr10	93591687	93601744
FRA10AC1	chr10	93667883	93702592
CYP2C9	chr10	94938658	94990091
CYP2C8	chr10	95036772	95069497
PDLIM1	chr10	95237572	95291012
ENTPD1	chr10	95711779	95877266
TM9SF3	chr10	96518110	96587452
PGAM1	chr10	97426191	97433444
EXOSC1	chr10	97435909	97446017
HPS1	chr10	98416198	98446947
GOT1	chr10	99396870	99430624
ABCC2	chr10	99782640	99852594
SCD	chr10	100347233	100364826
MRPL43	chr10	100969458	100987515
NPM3	chr10	101781325	101783413
NOLC1	chr10	102152176	102163871
FBXL15	chr10	102419189	102423136
CUEDC2	chr10	102423245	102432584
TRIM8	chr10	102644479	102658318
ARL3	chr10	102673731	102714397
SH3PXD2A	chr10	103594027	103855543
SLK	chr10	103967140	104029233
GSTO1	chr10	104235356	104267459
ADD3	chr10	109996368	110135565
SMNDC1	chr10	110290730	110304938
DUSP5	chr10	110497907	110511533
SMC3	chr10	110567695	110606048
PDCD4	chr10	110871795	110900006
BBIP1	chr10	110898730	110919201
SHOC2	chr10	110919593	111013666
GPAM	chr10	112149865	112215377
TCF7L2	chr10	112950247	113167678
HABP2	chr10	113550837	113589602
ABLIM1	chr10	114431113	114768061
PDZD8	chr10	117277274	117375440
FAM204A	chr10	118297925	118342328
CACUL1	chr10	118674167	118755249
EIF3A	chr10	119033670	119080823
PRDX3	chr10	119167720	119178812
TIAL1	chr10	119571802	119597029
BAG3	chr10	119651380	119677819
MCMBP	chr10	119829404	119892556
ATE1	chr10	121740421	121928801
PLEKHA1	chr10	122374696	122442602
HTRA1	chr10	122458551	122514907
ACADSB	chr10	123008979	123058290
BUB3	chr10	123154402	123170467
ZRANB1	chr10	124942123	124988189
CTBP2	chr10	124984317	125161170
UROS	chr10	125784980	125823258
BCCIP	chr10	125823546	125853695
PTPRE	chr10	127907061	128085855
MGMT	chr10	129467190	129770983
GLRX3	chr10	130136391	130184521
BNIP3	chr10	131966455	131982013
TUBGCP2	chr10	133278630	133312337
ZNF511	chr10	133308914	133313162
PRAP1	chr10	133347368	133352683
FUOM	chr10	133355158	133358025
ECHS1	chr10	133362485	133373354
CYP2E1	chr10	133520406	133561220
PSMD13	chr11	236966	252984
IFITM2	chr11	307631	315272
IFITM3	chr11	319676	327537
SIGIRR	chr11	405716	417455
RNH1	chr11	494512	507300
IRF7	chr11	612553	615983
CDHR5	chr11	616577	626078
EPS8L2	chr11	694438	727727
TALDO1	chr11	747415	765012
RPLP2	chr11	809965	812880
PNPLA2	chr11	818914	825573
CD151	chr11	832887	839831
POLR2L	chr11	837356	842529
TSPAN4	chr11	842812	867116
CHID1	chr11	867859	915058
AP2A2	chr11	924894	1012245
TOLLIP	chr11	1274371	1309654
MOB2	chr11	1469457	1501247
CTSD	chr11	1752755	1764573
MRPL23	chr11	1947278	1984522
IGF2	chr11	2129112	2141238
CD81	chr11	2376177	2397397
TSSC4	chr11	2400488	2403878
KCNQ1OT1	chr11	2608328	2699994
CDKN1C	chr11	2883213	2885775
SLC22A18	chr11	2899721	2925246
PHLDA2	chr11	2928273	2929420
NAP1L4	chr11	2944431	2992377
RHOG	chr11	3826978	3840959
TRIM22	chr11	5689697	5737089
SMPD1	chr11	6390440	6394998
HPX	chr11	6431049	6442617
TIMM10B	chr11	6481501	6484681
ILK	chr11	6603708	6610874
TAF10	chr11	6606294	6612539
TPP1	chr11	6612768	6619448
MRPL17	chr11	6680385	6683340
EIF3F	chr11	7970251	8001862
RPL27A	chr11	8682788	8714759
AKIP1	chr11	8911139	8920084
TMEM9B	chr11	8947202	8965011
TMEM41B	chr11	9280654	9314636
IPO7	chr11	9384652	9448127
WEE1	chr11	9573670	9593457
SWAP70	chr11	9664077	9752993
ADM	chr11	10305073	10307397
MTRNR2L8	chr11	10507894	10509186
CTR9	chr11	10751246	10801625
EIF4G2	chr11	10797050	10808940
PARVA	chr11	12377563	12535356
TEAD1	chr11	12674421	12944737
COPB1	chr11	14443440	14500027
PSMA1	chr11	14504874	14643635
C11orf58	chr11	16613132	16758340
RPS13	chr11	17074388	17077715
PIK3C2A	chr11	17077730	17207983
NUCB2	chr11	17208153	17349980
SAA4	chr11	18231355	18236802
SAA2	chr11	18239223	18248668
SAA1	chr11	18266260	18269977
LDHA	chr11	18394560	18408425
TSG101	chr11	18468336	18526951
SPTY2D1	chr11	18606403	18634791
HTATIP2	chr11	20363685	20383783
SVIP	chr11	22813799	22830299
CCDC34	chr11	27330827	27363234
IMMP1L	chr11	31432401	31509645
RCN1	chr11	32091074	32105722
EIF3M	chr11	32583798	32606264
PRRG4	chr11	32829927	32858120
CSTF3	chr11	33077188	33162371
HIPK3	chr11	33256672	33357023
CD59	chr11	33703010	33736479
LMO2	chr11	33858576	33892076
CAPRIN1	chr11	34051731	34102610
CAT	chr11	34438934	34472060
CD44	chr11	35138882	35232402
TRIM44	chr11	35662775	35818007
TTC17	chr11	43358920	43494933
HSD17B12	chr11	43680680	43856617
C11orf96	chr11	43925342	43943878
TSPAN18	chr11	44726465	44932423
TP53I11	chr11	44885903	44951306
MDK	chr11	46380756	46383837
F2	chr11	46719196	46739506
PSMC3	chr11	47418769	47426473
CELF1	chr11	47465933	47565569
NDUFS3	chr11	47565336	47584562
PTPMT1	chr11	47565430	47573461
MTCH2	chr11	47617315	47642607
FNBP4	chr11	47716494	47767443
APLNR	chr11	57233577	57237235
SSRP1	chr11	57325986	57335892
SLC43A3	chr11	57406954	57427580
SLC43A1	chr11	57484534	57515780
TIMM10	chr11	57528464	57530803
UBE2L6	chr11	57551656	57568284
SERPING1	chr11	57597387	57614848
MED19	chr11	57703714	57712323
TMX2	chr11	57712593	57740973
CTNND1	chr11	57753243	57819546
ZFP91	chr11	58579063	58621550
GLYAT	chr11	58640426	58731974
GLYATL1	chr11	58905398	59043527
OSBP	chr11	59574398	59615774
MRPL16	chr11	59806140	59810778
MS4A6A	chr11	60172014	60184666
MS4A7	chr11	60378485	60395951
PRPF19	chr11	60890547	60906585
TMEM109	chr11	60914158	60923443
DDB1	chr11	61299451	61342596
SDHAF2	chr11	61430042	61446733
TMEM258	chr11	61768501	61792802
FADS3	chr11	61873519	61892051
FTH1	chr11	61959718	61967634
AHNAK	chr11	62433542	62556235
B3GAT3	chr11	62615296	62622154
GANAB	chr11	62624826	62646726
UBXN1	chr11	62676498	62679117
POLR2G	chr11	62761565	62766710
TMEM223	chr11	62771629	62792006
TMEM179B	chr11	62787402	62790400
NXF1	chr11	62792123	62806302
STX5	chr11	62806860	62832051
WDR74	chr11	62832342	62841809
SLC3A2	chr11	62856102	62888875
SLC22A9	chr11	63369785	63410294
ATL3	chr11	63624087	63671921
RTN3	chr11	63681446	63759891
COX8A	chr11	63974620	63976543
OTUB1	chr11	63985853	64001811
MACROD1	chr11	63998558	64166113
STIP1	chr11	64185272	64204543
TRPT1	chr11	64223799	64226254
NUDT22	chr11	64225941	64230686
DNAJC4	chr11	64230278	64234286
FKBP2	chr11	64241003	64244132
PPP1R14B	chr11	64244479	64246943
BAD	chr11	64269830	64284704
ESRRA	chr11	64305497	64316743
TRMT112	chr11	64316460	64317559
PRDX5	chr11	64318121	64321811
SF1	chr11	64764606	64778786
ARL2	chr11	65014160	65022184
SAC3D1	chr11	65040901	65044828
VPS51	chr11	65089324	65111862
TM7SF2	chr11	65111845	65116408
FAU	chr11	65120630	65122177
SYVN1	chr11	65121780	65134532
CAPN1	chr11	65180566	65212006
FRMD8	chr11	65386621	65413525
NEAT1	chr11	65422774	65445540
MALAT1	chr11	65497688	65506516
SCYL1	chr11	65525077	65538704
LTBP3	chr11	65538805	65558930
FAM89B	chr11	65572349	65574198
MAP3K11	chr11	65597756	65615382
SIPA1	chr11	65638101	65650918
RNASEH2C	chr11	65714005	65720818
CFL1	chr11	65823022	65862026
FIBP	chr11	65883740	65888531
CCDC85B	chr11	65890673	65891635
DRAP1	chr11	65919274	65921563
BANF1	chr11	66002228	66004149
SF3B2	chr11	66050729	66069308
RAB1B	chr11	66268590	66277492
YIF1A	chr11	66284580	66289145
BRMS1	chr11	66337333	66345125
MRPL11	chr11	66435075	66466738
CTSF	chr11	66563464	66568841
CCS	chr11	66593153	66606019
RHOD	chr11	67056847	67072017
KDM2A	chr11	67119263	67258082
POLD4	chr11	67350772	67356972
PPP1CA	chr11	67398183	67421183
RPS6KB2	chr11	67428460	67435401
CORO1B	chr11	67435510	67443821
TMEM134	chr11	67461710	67469272
AIP	chr11	67483026	67491103
CDK2AP2	chr11	67506497	67508649
GSTP1	chr11	67583742	67586656
NDUFV1	chr11	67605653	67612554
NDUFS8	chr11	68030617	68036644
LRP5	chr11	68312591	68449275
CPT1A	chr11	68754620	68844410
MRPL21	chr11	68891276	68903835
CCND1	chr11	69641156	69654474
CTTN	chr11	70398404	70436584
DHCR7	chr11	71428193	71452868
NUMA1	chr11	72002864	72080693
LAMTOR1	chr11	72085895	72103297
ANAPC15	chr11	72106378	72112780
STARD10	chr11	72754729	72793681
RAB6A	chr11	73675638	73761137
MRPL48	chr11	73787872	73865133
COA4	chr11	73872667	73876901
XRRA1	chr11	74807739	74949200
SPCS2	chr11	74949247	74979033
RPS3	chr11	75399515	75422280
SERPINH1	chr11	75562056	75572783
DGAT2	chr11	75759512	75801535
LRRC32	chr11	76657524	76670747
TSKU	chr11	76782251	76798153
CLNS1A	chr11	77514936	77637794
RSF1	chr11	77659996	77821017
AAMDC	chr11	77821109	77918432
NDUFC2	chr11	78068297	78079862
PRCP	chr11	82822936	82970584
PCF11	chr11	83156988	83187451
TMEM126B	chr11	85628573	85636539
TMEM126A	chr11	85647967	85656547
CREBZF	chr11	85659708	85682908
PICALM	chr11	85957175	86069882
PRSS23	chr11	86791059	86952910
FZD4	chr11	86945679	86955395
CTSC	chr11	88293592	88337761
CHORDC1	chr11	90200429	90223077
SMCO4	chr11	93478472	93543391
TAF1D	chr11	93729948	93784391
C11orf54	chr11	93741591	93764749
ANKRD49	chr11	94493979	94499578
CWC15	chr11	94962620	94973586
CEP57	chr11	95789965	95832693
YAP1	chr11	102110447	102233424
BIRC3	chr11	102317450	102339403
BIRC2	chr11	102347211	102378670
TMEM123	chr11	102396332	102470384
DCUN1D5	chr11	103050686	103092194
CASP4	chr11	104942866	104969366
CARD16	chr11	105041326	105101431
CWF19L2	chr11	107326345	107457844
ACAT1	chr11	108116695	108147603
RDX	chr11	109864295	110296712
FDX1	chr11	110429948	110464884
PPP2R1B	chr11	111726908	111766389
TIMM8B	chr11	112084800	112086798
SDHD	chr11	112086824	112120016
PTS	chr11	112226367	112269955
NNMT	chr11	114257787	114313536
RBM7	chr11	114400030	114414203
REXO2	chr11	114439435	114450279
CADM1	chr11	115169218	115504957
APOC3	chr11	116829706	116833072
APOA1	chr11	116835751	116837622
PAFAH1B2	chr11	117144284	117176894
TAGLN	chr11	117199370	117207464
PCSK7	chr11	117204337	117232525
FXYD6	chr11	117836976	117877486
MPZL2	chr11	118253416	118264536
KMT2A	chr11	118436490	118526832
ARCN1	chr11	118572390	118603033
DDX6	chr11	118747763	118791164
RPS25	chr11	119015712	119018691
TRAPPC4	chr11	119018763	119025454
SLC37A4	chr11	119024114	119030906
MCAM	chr11	119308529	119321521
THY1	chr11	119415476	119424985
OAF	chr11	120211032	120230334
ARHGEF12	chr11	120336413	120489937
SC5D	chr11	121292681	121313410
HSPA8	chr11	123057489	123063230
TBRG1	chr11	124622836	124635926
ESAM	chr11	124752583	124762290
ROBO4	chr11	124883691	124898500
EI24	chr11	125569280	125584684
ETS1	chr11	128458761	128587558
TMEM45B	chr11	129815848	129860003
APLP2	chr11	130068147	130144811
ZBTB44	chr11	130226677	130314917
THYN1	chr11	134248279	134253370
KDM5A	chr12	280057	389320
WNK1	chr12	752579	911452
ADIPOR2	chr12	1688574	1788674
FKBP4	chr12	2794970	2805423
TSPAN9	chr12	3077355	3286564
NDUFA9	chr12	4649095	4694317
VWF	chr12	5948877	6124770
CD9	chr12	6199715	6238271
TNFRSF1A	chr12	6328757	6342114
LTBR	chr12	6375045	6391571
CD27-AS1	chr12	6439001	6451567
MRPL51	chr12	6491886	6493841
GAPDH	chr12	6534512	6538374
CHD4	chr12	6570082	6614524
COPS7A	chr12	6724014	6731875
MLF2	chr12	6747996	6767475
PTMS	chr12	6765516	6770952
TPI1	chr12	6867119	6870948
ATN1	chr12	6924463	6942321
C12orf57	chr12	6942978	6946003
PHB2	chr12	6965327	6970753
EMG1	chr12	6970913	6997428
LPCAT3	chr12	6976185	7018477
C1S	chr12	6988259	7071032
C1R	chr12	7080214	7092540
C1RL	chr12	7089587	7109238
RBP5	chr12	7115736	7128889
CLSTN3	chr12	7129698	7158945
SLC2A3	chr12	7919230	7936187
M6PR	chr12	8940361	8949761
A2M	chr12	9067664	9116229
CLEC2B	chr12	9852984	9870136
GABARAPL1	chr12	10212458	10223128
MAGOHB	chr12	10604193	10613609
YBX3	chr12	10699089	10723323
LRP6	chr12	12116025	12267044
CREBL2	chr12	12611827	12645108
CDKN1B	chr12	12715058	12722369
APOLD1	chr12	12725917	12829975
HEBP1	chr12	12974870	13000265
EMP1	chr12	13196723	13219941
WBP11	chr12	14784582	14803486
MGP	chr12	14880864	14885857
ARHGDIB	chr12	14942031	14961728
EPS8	chr12	15620134	15882329
STRAP	chr12	15882387	15903478
DERA	chr12	15911302	16037381
MGST1	chr12	16347142	16609259
PLEKHA5	chr12	19129752	19376400
SLCO1B1	chr12	21131194	21239796
LDHB	chr12	21635342	21757857
CMAS	chr12	22046218	22065674
ETNK1	chr12	22625075	22690665
KRAS	chr12	25205246	25250936
ITPR2	chr12	26335352	26833194
FGFR1OP2	chr12	26938470	26966650
TM7SF3	chr12	26971579	27014434
STK38L	chr12	27243968	27325959
PPFIBP1	chr12	27523431	27695564
MRPS35	chr12	27710822	27756295
ERGIC2	chr12	29337352	29381189
YAF2	chr12	42157104	42238349
PPHLN1	chr12	42238447	42459715
ZCRB1	chr12	42312086	42326118
ANO6	chr12	45215987	45440404
SCAF11	chr12	45919131	45992120
SLC38A2	chr12	46358188	46372773
SLC38A4	chr12	46764761	46832408
HDAC7	chr12	47782722	47833132
TMEM106C	chr12	47963569	47968878
CCNT1	chr12	48688458	48716998
RND1	chr12	48857145	48865870
FKBP11	chr12	48921518	48926474
ARF3	chr12	48935723	48957487
PRKAG1	chr12	49002274	49018807
TUBA1B	chr12	49127782	49131397
TUBA1A	chr12	49184795	49189080
TUBA1C	chr12	49188736	49274600
DNAJC22	chr12	49346888	49357546
TMBIM6	chr12	49707725	49764934
COX14	chr12	50112082	50120457
LIMA1	chr12	50175788	50283546
LARP4	chr12	50392383	50480004
METTL7A	chr12	50923472	50932510
LETMD1	chr12	51047962	51060424
DAZAP2	chr12	51238724	51271362
SMAGP	chr12	51244558	51270415
NR4A1	chr12	52022832	52059507
KRT8	chr12	52897187	52949954
KRT18	chr12	52948871	52952906
EIF4B	chr12	53006282	53042215
CSAD	chr12	53157663	53180909
PFDN5	chr12	53295291	53299450
PRR13	chr12	53441678	53446645
PCBP2	chr12	53452102	53481162
CBX5	chr12	54230942	54280133
HNRNPA1	chr12	54280193	54287088
COPZ1	chr12	54301202	54351846
ITGA5	chr12	54395261	54419266
PPP1R1A	chr12	54575387	54588659
METTL7B	chr12	55681678	55684611
BLOC1S1	chr12	55716037	55720087
CD63	chr12	55725323	55729707
ORMDL2	chr12	55818041	55821879
RAB5B	chr12	55973913	55996683
RPS26	chr12	56041351	56044697
ERBB3	chr12	56076799	56103505
PA2G4	chr12	56104537	56113910
RPL41	chr12	56116590	56117967
MYL6B	chr12	56152256	56159647
MYL6	chr12	56158346	56163496
SMARCC2	chr12	56162359	56189567
NABP2	chr12	56222015	56229854
SLC39A5	chr12	56230049	56237846
CNPY2	chr12	56309842	56316119
STAT2	chr12	56341597	56360167
BAZ2A	chr12	56595596	56636816
PTGES3	chr12	56663341	56688408
NACA	chr12	56712427	56731628
HSD17B6	chr12	56752161	56787790
RDH16	chr12	56951431	56959374
STAT6	chr12	57095408	57132139
LRP1	chr12	57128483	57213361
SHMT2	chr12	57229573	57234935
R3HDM2	chr12	57253762	57431005
DDIT3	chr12	57516588	57521737
DCTN2	chr12	57530051	57547224
OS9	chr12	57693955	57721557
CDK4	chr12	57747727	57756013
CTDSP2	chr12	57819927	57846729
GNS	chr12	64713445	64759431
LLPH	chr12	66116555	66130750
CAND1	chr12	67269358	67319953
RAP1B	chr12	68610855	68671901
CPM	chr12	68842197	68971570
CPSF6	chr12	69239569	69274358
LYZ	chr12	69348381	69354234
CCT2	chr12	69585426	69601570
CNOT2	chr12	70242994	70355257
PTPRB	chr12	70515866	70637440
TSPAN8	chr12	71125085	71441898
RAB21	chr12	71754863	71800286
TBC1D15	chr12	71839707	71927248
ATXN7L3B	chr12	74537835	74545430
KRR1	chr12	75490863	75511636
PHLDA1	chr12	76025447	76033932
NAP1L1	chr12	76036585	76084735
OSBPL8	chr12	76351797	76559809
CSRP2	chr12	76858709	76879023
PAWR	chr12	79574979	79690964
PPP1R12A	chr12	79773563	79935460
ACSS3	chr12	80936414	81261210
CCDC59	chr12	82223681	82358805
DUSP6	chr12	89347235	89352501
ATP2B1	chr12	89588049	89709300
LUM	chr12	91102629	91111494
DCN	chr12	91140484	91183217
BTG1	chr12	92140278	92145846
EEA1	chr12	92770637	92929331
NUDT4	chr12	93377883	93408146
UBE2N	chr12	93405673	93441947
MRPL42	chr12	93467488	93516214
SOCS2	chr12	93569814	93583487
NDUFA12	chr12	94897055	95003748
VEZT	chr12	95217746	95302799
METAP2	chr12	95473520	95515839
SNRPF	chr12	95858928	95903828
LTA4H	chr12	96000753	96043520
ELK3	chr12	96194375	96269824
TMPO	chr12	98515579	98550351
SLC25A3	chr12	98593591	98606379
NR1H4	chr12	100473708	100564414
ARL1	chr12	101393116	101407772
CHPT1	chr12	101696947	101744140
PAH	chr12	102836889	102958410
HSP90B1	chr12	103930107	103953645
TDG	chr12	103965822	103988874
NFYB	chr12	104117086	104138241
TXNRD1	chr12	104215779	104350307
C12orf45	chr12	104986316	105074197
NUAK1	chr12	106063340	106140033
CKAP4	chr12	106237881	106304279
PWP1	chr12	107685799	107713162
ISCU	chr12	108562582	108569368
CORO1C	chr12	108645109	108731526
SSH1	chr12	108778191	108857590
DAO	chr12	108858932	108901043
MMAB	chr12	109553715	109573580
GLTP	chr12	109850945	109880541
ATP2A2	chr12	110280756	110351093
ARPC3	chr12	110434823	110450422
VPS29	chr12	110491083	110502111
PPP1CC	chr12	110719680	110742939
SH2B3	chr12	111405923	111451623
ATXN2	chr12	111443485	111599676
ALDH2	chr12	111766887	111817532
ERP29	chr12	112013348	112023449
RPL6	chr12	112405190	112418838
PTPN11	chr12	112418351	112509918
OAS1	chr12	112906783	112933222
SDS	chr12	113392445	113426301
SDSL	chr12	113422380	113438276
MED13L	chr12	115957905	116277693
TESC	chr12	117038923	117099479
FBXO21	chr12	117141991	117190471
WSB2	chr12	118032687	118062430
PEBP1	chr12	118136124	118145584
TAOK3	chr12	118149801	118372907
SUDS3	chr12	118376555	118418033
RPLP0	chr12	120196699	120201235
PXN	chr12	120210439	120265771
COX6A1	chr12	120438090	120440737
TRIAP1	chr12	120443964	120446384
SRSF9	chr12	120461672	120469748
DYNLL1	chr12	120469850	120498493
RNF10	chr12	120533480	120577588
POP5	chr12	120578764	120581402
MLEC	chr12	120687149	120701859
ACADS	chr12	120725774	120740008
SPPL3	chr12	120762510	120904358
ANAPC5	chr12	121308245	121399896
ORAI1	chr12	121626550	121642677
HPD	chr12	121839527	121863596
MLXIP	chr12	122078756	122147344
CLIP1	chr12	122271432	122422632
RSRC2	chr12	122503454	122527000
DENR	chr12	122752824	122771064
ARL6IP4	chr12	122980060	122982913
C12orf65	chr12	123233436	123257960
SBNO1	chr12	123289109	123364847
RILPL2	chr12	123410683	123436717
SNRNP35	chr12	123458088	123473154
TMED2	chr12	123584533	123598582
EIF2B1	chr12	123620406	123633766
SCARB1	chr12	124776856	124882668
UBC	chr12	124911604	124917368
RAN	chr12	130872037	130877678
SFSWAP	chr12	131711081	131799738
PXMP2	chr12	132687587	132704985
MPHOSPH8	chr13	19633659	19673441
CRYL1	chr13	20403666	20525873
SAP18	chr13	21140514	21149084
RPL21	chr13	27251309	27256691
GTF3A	chr13	27424619	27435823
MTIF3	chr13	27435643	27450591
POLR1D	chr13	27620742	27744237
FLT1	chr13	28300346	28495145
POMP	chr13	28659104	28678959
UBL3	chr13	29764371	29850617
HMGB1	chr13	30456704	30617597
HSPH1	chr13	31134973	31162388
N4BP2L1	chr13	32400723	32428311
N4BP2L2	chr13	32432417	32538885
PDS5B	chr13	32586452	32778019
ALG5	chr13	36949738	37000261
EXOSC8	chr13	36998816	37009614
UFM1	chr13	38349849	38363619
NHLRC3	chr13	39038306	39050109
MRPS31	chr13	40729128	40771190
ELF1	chr13	40931924	41061440
WBP4	chr13	41061509	41084006
RGCC	chr13	41457550	41470871
DNAJC15	chr13	43023203	43114213
TSC22D1	chr13	44432143	44577147
GTF2F2	chr13	45120510	45284893
TPT1	chr13	45333471	45341284
ZC3H13	chr13	45954465	46052759
CPB2	chr13	46053186	46105033
LRCH1	chr13	46553168	46753040
ESD	chr13	46771256	46797420
MED4	chr13	48053323	48095131
ITM2B	chr13	48232612	48270357
RB1	chr13	48303744	48599436
LPAR6	chr13	48389567	48444704
FNDC3A	chr13	48975912	49209779
EBPL	chr13	49660674	49691486
KPNA3	chr13	49699320	49792682
SPRYD7	chr13	49912702	49936490
INTS6	chr13	51354077	51454264
VPS36	chr13	52412602	52450634
SUGT1	chr13	52652709	52700909
PCDH17	chr13	57631744	57729311
COMMD6	chr13	75525219	75549439
UCHL3	chr13	75549480	75606020
LMO7	chr13	75620434	75859870
KCTD12	chr13	76880175	76886405
MYCBP2	chr13	77044657	77327094
EDNRB	chr13	77895481	77975529
RBM26	chr13	79311824	79406477
GPC6	chr13	93226807	94408020
DNAJC3	chr13	95677139	95794988
MBNL2	chr13	97221434	97394120
RAP2A	chr13	97434169	97469128
FARP1	chr13	98142562	98455176
STK24	chr13	98445185	98577940
UBAC2	chr13	99200774	99386504
TM9SF2	chr13	99446311	99564048
CLYBL	chr13	99606669	99897134
EFNB2	chr13	106489745	106535662
ARGLU1	chr13	106541673	106568137
IRS2	chr13	109752695	109786583
COL4A1	chr13	110148963	110307157
COL4A2	chr13	110305812	110513209
ANKRD10	chr13	110878540	110915069
ARHGEF7	chr13	111114559	111305737
F7	chr13	113105788	113120685
F10	chr13	113122799	113149529
LAMP1	chr13	113297239	113323672
TFDP1	chr13	113584721	113641473
GAS6	chr13	113820549	113864076
UPF3A	chr13	114281601	114305817
OSGEP	chr14	20446401	20455089
APEX1	chr14	20455191	20457772
PNP	chr14	20468954	20477089
ANG	chr14	20684177	20698971
RNASE1	chr14	20801228	20802855
NDRG2	chr14	21016763	21070872
ARHGEF40	chr14	21070273	21090248
HNRNPC	chr14	21209136	21269494
SUPT16H	chr14	21351476	21384019
TOX4	chr14	21476597	21499175
DAD1	chr14	22564907	22589224
OXA1L	chr14	22766522	22773042
MRPL52	chr14	22829879	22835037
LRP10	chr14	22871740	22881713
RBM23	chr14	22893204	22919182
PSMB5	chr14	23016543	23035230
ACIN1	chr14	23058564	23095614
C14orf119	chr14	23095505	23100456
PABPN1	chr14	23321289	23326185
NGDN	chr14	23469689	23509862
DHRS4	chr14	23953734	23969279
DHRS4L2	chr14	23969874	24006408
PCK2	chr14	24094053	24110598
DCAF11	chr14	24114195	24125242
PSME1	chr14	24136163	24138967
PSME2	chr14	24143362	24147570
